name,population,median_income,state,place
"Pumpkin Center CDP, California",135,-666666666,06,58940
"Quartz Hill CDP, California",10079,83509,06,59052
"Quincy CDP, California",1786,56305,06,59080
"Rackerby CDP, California",166,49375,06,59115
"Rail Road Flat CDP, California",128,50234,06,59220
"Rainbow CDP, California",2129,71538,06,59248
"Raisin City CDP, California",306,45577,06,59290
"Ramona CDP, California",21853,82079,06,59346
"Rancho Calaveras CDP, California",5893,65344,06,59426
"Rancho Cordova city, California",78358,77044,06,59444
"Rancho Cucamonga city, California",173946,97046,06,59451
"Rancho Mirage city, California",17129,95158,06,59500
"Rancho Mission Viejo CDP, California",9298,152989,06,59503
"Rancho Murieta CDP, California",5874,133505,06,59506
"Rancho Palos Verdes city, California",42316,158996,06,59514
"Rancho San Diego CDP, California",22019,109205,06,59550
"Rancho Santa Fe CDP, California",2914,196500,06,59584
"Rancho Santa Margarita city, California",48190,135350,06,59587
"Rancho Tehama Reserve CDP, California",1700,42647,06,59604
"Randsburg CDP, California",78,24537,06,59668
"Red Bluff city, California",14557,41004,06,59892
"Red Corral CDP, California",1838,70625,06,59896
"Redcrest CDP, California",19,-666666666,06,59906
"Redding city, California",93251,60624,06,59920
"Redlands city, California",72649,87184,06,59962
"Redondo Beach city, California",70998,123874,06,60018
"Redway CDP, California",1537,72601,06,60088
"Redwood City city, California",83905,134287,06,60102
"Redwood Valley CDP, California",1798,48750,06,60214
"Reedley city, California",25168,55498,06,60242
"Reliez Valley CDP, California",3168,183879,06,60279
"Rexland Acres CDP, California",3728,48831,06,60370
"Rialto city, California",103799,69934,06,60466
"Richfield CDP, California",499,74167,06,60592
"Richgrove CDP, California",1830,17000,06,60606
"Richmond city, California",115677,79478,06,60620
"Richvale CDP, California",203,-666666666,06,60662
"Ridgecrest city, California",27989,77534,06,60704
"Ridgecrest Heights CDP, California",251,-666666666,06,60705
"Ridgemark CDP, California",2790,135066,06,60706
"Rio Dell city, California",3385,36648,06,60900
"Rio del Mar CDP, California",9264,131835,06,60928
"Rio Linda CDP, California",17181,80364,06,60942
"Rio Oso CDP, California",394,161667,06,60970
"Rio Vista city, California",9850,76423,06,60984
"Ripley CDP, California",598,25864,06,61012
"Ripon city, California",15961,102633,06,61026
"Riverbank city, California",24714,75216,06,61068
"Riverdale CDP, California",2513,34267,06,61096
"Riverdale Park CDP, California",1086,59167,06,61106
"Rivergrove CDP, California",39,-666666666,06,61108
"River Pines CDP, California",451,-666666666,06,61124
"Riverside city, California",314858,76755,06,62000
"Robbins CDP, California",406,76042,06,62168
"Robinson Mill CDP, California",38,-666666666,06,62200
"Rocklin city, California",70317,106164,06,62364
"Rodeo CDP, California",9575,85825,06,62490
"Rodriguez Camp CDP, California",70,36250,06,62496
"Rohnert Park city, California",44420,82808,06,62546
"Rolling Hills city, California",1436,250001,06,62602
"Rolling Hills CDP, California",669,82016,06,62625
"Rolling Hills Estates city, California",8305,160724,06,62644
"Rollingwood CDP, California",3535,100066,06,62700
"Romoland CDP, California",2781,90185,06,62756
"Rosamond CDP, California",20574,70208,06,62826
"Rosedale CDP, California",18875,120697,06,62854
"Rose Hills CDP, California",2596,105776,06,62860
"Rosemead city, California",51698,64224,06,62896
"Rosemont CDP, California",24343,77495,06,62910
"Roseville city, California",145687,102660,06,62938
"Ross town, California",2405,250001,06,62980
"Rossmoor CDP, California",11822,153750,06,63050
"Rough and Ready CDP, California",421,-666666666,06,63106
"Round Mountain CDP, California",112,34167,06,63134
"Round Valley CDP, California",573,53125,06,63148
"Rouse CDP, California",1355,52986,06,63168
"Rowland Heights CDP, California",48765,79476,06,63218
"Rumsey CDP, California",169,-666666666,06,63302
"Running Springs CDP, California",3998,75682,06,63316
"Ruth CDP, California",157,46250,06,63386
"Rutherford CDP, California",104,-666666666,06,63400
"Sacramento city, California",518605,71074,06,64000
"Sage CDP, California",2866,59595,06,64056
"St. Helena city, California",5530,122348,06,64140
"Salida CDP, California",14690,87554,06,64210
"Salinas city, California",163004,75747,06,64224
"Salmon Creek CDP, California",14,-666666666,06,64252
"Salton City CDP, California",4900,29937,06,64294
"Salton Sea Beach CDP, California",324,-666666666,06,64308
"Salyer CDP, California",413,33490,06,64378
"Samoa CDP, California",237,39700,06,64392
"San Andreas CDP, California",3025,23733,06,64420
"San Anselmo town, California",12795,153381,06,64434
"San Antonio Heights CDP, California",3111,141190,06,64462
"San Ardo CDP, California",579,61667,06,64476
"San Bernardino city, California",220821,55372,06,65000
"San Bruno city, California",43775,117747,06,65028
"San Buenaventura (Ventura) city, California",110572,86718,06,65042
"San Carlos city, California",30754,204570,06,65070
"San Clemente city, California",64600,123090,06,65084
"Sand City city, California",348,60682,06,65112
"San Diego city, California",1385398,89457,06,66000
"San Diego Country Estates CDP, California",10366,122269,06,66004
"San Dimas city, California",34775,101144,06,66070
"San Fernando city, California",24086,64581,06,66140
"San Francisco city, California",865933,126187,06,67000
"San Gabriel city, California",39673,76918,06,67042
"Sanger city, California",26424,59650,06,67056
"San Geronimo CDP, California",292,-666666666,06,67070
"San Jacinto city, California",53299,62144,06,67112
"San Joaquin city, California",3743,38878,06,67126
"San Jose city, California",1013337,125075,06,68000
"San Juan Bautista city, California",1896,92404,06,68014
"San Juan Capistrano city, California",35319,111875,06,68028
"San Leandro city, California",91176,89663,06,68084
"San Lorenzo CDP, California",30420,95903,06,68112
"San Lucas CDP, California",358,70227,06,68140
"San Luis Obispo city, California",47257,61862,06,68154
"San Marcos city, California",94313,90620,06,68196
"San Marino city, California",12620,174722,06,68224
"San Martin CDP, California",6655,121944,06,68238
"San Mateo city, California",105087,133612,06,68252
"San Miguel CDP (Contra Costa County), California",3573,205000,06,68263
"San Miguel CDP (San Luis Obispo County), California",2837,66496,06,68266
"San Pablo city, California",31975,67294,06,68294
"San Pasqual CDP, California",1937,130250,06,68308
"San Rafael city, California",61158,104521,06,68364
"San Ramon city, California",85688,173519,06,68378
"San Simeon CDP, California",510,50486,06,68434
"Santa Ana city, California",313818,77283,06,69000
"Santa Barbara city, California",89132,89243,06,69070
"Santa Clara city, California",127922,150244,06,69084
"Santa Clarita city, California",227182,106166,06,69088
"Santa Cruz city, California",62714,96217,06,69112
"Santa Fe Springs city, California",18817,75086,06,69154
"Santa Margarita CDP, California",800,-666666666,06,69182
"Santa Maria city, California",109309,73300,06,69196
"Santa Monica city, California",92828,99847,06,70000
"Santa Nella CDP, California",1765,75689,06,70028
"Santa Paula city, California",30741,67697,06,70042
"Santa Rosa city, California",179213,84823,06,70098
"Santa Rosa Valley CDP, California",2371,160357,06,70130
"Santa Susana CDP, California",901,71458,06,70140
"Santa Venetia CDP, California",3926,104837,06,70154
"Santa Ynez CDP, California",4679,113333,06,70182
"Santee city, California",59679,92848,06,70224
"Saranap CDP, California",6148,129063,06,70266
"Saratoga city, California",31194,224179,06,70280
"Saticoy CDP, California",1818,73523,06,70322
"Sattley CDP, California",54,-666666666,06,70336
"Sausalito city, California",7260,140417,06,70364
"Scotia CDP, California",470,42768,06,70518
"Scotts Valley city, California",12317,114504,06,70588
"Seacliff CDP, California",3414,86146,06,70644
"Seal Beach city, California",25216,75821,06,70686
"Sea Ranch CDP, California",1078,82552,06,70712
"Searles Valley CDP, California",1597,39186,06,70728
"Seaside city, California",32631,74140,06,70742
"Sebastopol city, California",7563,89679,06,70770
"Seeley CDP, California",1781,43500,06,70798
"Selma city, California",24545,47644,06,70882
"Sequoia Crest CDP, California",38,-666666666,06,70966
"Sereno del Mar CDP, California",35,-666666666,06,71000
"Seville CDP, California",426,41667,06,71078
"Shafter city, California",19897,56696,06,71106
"Shandon CDP, California",1110,77734,06,71134
"Shasta CDP, California",1645,86500,06,71218
"Shasta Lake city, California",10399,51713,06,71225
"Shaver Lake CDP, California",362,112188,06,71246
"Shell Ridge CDP, California",1081,215179,06,71362
"Shelter Cove CDP, California",759,39769,06,71372
"Sheridan CDP, California",1326,64783,06,71414
"Shingle Springs CDP, California",3609,89196,06,71554
"Shingletown CDP, California",2188,65861,06,71568
"Shoshone CDP, California",27,-666666666,06,71680
"Sierra Brooks CDP, California",377,56641,06,71774
"Sierra City CDP, California",146,66932,06,71778
"Sierra Madre city, California",11253,116884,06,71806
"Sierra Village CDP, California",75,-666666666,06,71834
"Sierraville CDP, California",301,-666666666,06,71848
"Signal Hill city, California",11780,79309,06,71876
"Silverado CDP, California",861,90938,06,71918
"Silverado Resort CDP, California",926,162083,06,71927
"Silver City CDP, California",0,-666666666,06,71932
"Silver Lakes CDP, California",5432,89511,06,71964
"Simi Valley city, California",126809,102627,06,72016
"Sisquoc CDP, California",199,62917,06,72086
"Sky Valley CDP, California",2236,37714,06,72156
"Sleepy Hollow CDP, California",2511,194107,06,72184
"Smartsville CDP, California",386,69095,06,72282
"Smith Corner CDP, California",275,36500,06,72338
"Smith River CDP, California",812,86250,06,72380
"Snelling CDP, California",144,43250,06,72408
"Soda Bay CDP, California",954,90517,06,72478
"Soda Springs CDP, California",54,-666666666,06,72492
"Solana Beach city, California",13025,113903,06,72506
"Soledad city, California",25102,67366,06,72520
"Solvang city, California",6032,94451,06,72576
"Somis CDP, California",993,106786,06,72632
"Sonoma city, California",10819,92078,06,72646
"Sonoma State University CDP, California",1455,-666666666,06,72654
"Sonora city, California",4940,56279,06,72674
"Soquel CDP, California",10806,107114,06,72688
"Soulsbyville CDP, California",2259,85265,06,72772
"South Dos Palos CDP, California",1003,-666666666,06,72954
"South El Monte city, California",19860,60244,06,72996
"South Gate city, California",93308,59647,06,73080
"South Lake Tahoe city, California",21355,57976,06,73108
"South Monrovia Island CDP, California",6290,94250,06,73167
"South Oroville CDP, California",2668,57013,06,73178
"South Pasadena city, California",26837,115088,06,73220
"South San Francisco city, California",66331,112818,06,73262
"South San Gabriel CDP, California",7653,65946,06,73276
"South San Jose Hills CDP, California",19750,84257,06,73290
"South Taft CDP, California",2377,28092,06,73388
"South Whittier CDP, California",58800,85579,06,73430
"Spaulding CDP, California",154,-666666666,06,73554
"Spreckels CDP, California",203,-666666666,06,73612
"Spring Garden CDP, California",0,-666666666,06,73654
"Spring Valley CDP (Lake County), California",789,51042,06,73690
"Spring Valley CDP (San Diego County), California",32860,87455,06,73696
"Spring Valley Lake CDP, California",8266,91667,06,73700
"Springville CDP, California",480,-666666666,06,73710
"Squaw Valley CDP, California",3688,72188,06,73794
"Squirrel Mountain Valley CDP, California",1113,-666666666,06,73815
"Stallion Springs CDP, California",3018,73897,06,73868
"Stanford CDP, California",16333,66863,06,73906
"Stanton city, California",38167,68821,06,73962
"Stebbins CDP, California",834,118080,06,74021
"Stevenson Ranch CDP, California",19518,149762,06,74130
"Stevinson CDP, California",188,-666666666,06,74144
"Stinson Beach CDP, California",526,103625,06,74172
"Stirling City CDP, California",315,30682,06,74186
"Stockton city, California",317818,63916,06,75000
"Stones Landing CDP, California",116,145216,06,75122
"Stonyford CDP, California",72,-666666666,06,75154
"Stratford CDP, California",1115,-666666666,06,75252
"Strathmore CDP, California",3360,31952,06,75280
"Strawberry CDP (Marin County), California",5371,121765,06,75315
"Strawberry CDP (Tuolumne County), California",65,-666666666,06,75322
"Sugarloaf Saw Mill CDP, California",0,-666666666,06,75592
"Sugarloaf Village CDP, California",9,-666666666,06,75596
"Suisun City city, California",29436,86405,06,75630
"Sultana CDP, California",1024,33542,06,75672
"Summerland CDP, California",582,118321,06,75714
"Sunnyside CDP, California",4468,87250,06,75994
"Sunnyside-Tahoe City CDP, California",1507,144474,06,76015
"Sunny Slopes CDP, California",81,47313,06,76040
"Sunnyvale city, California",155550,161670,06,77000
"Sunol CDP, California",799,171667,06,77042
"Sun Village CDP, California",12961,60336,06,77308
"Susanville city, California",16305,53750,06,77364
"Sutter CDP, California",2778,84434,06,77378
"Sutter Creek city, California",2614,54055,06,77392
"Swall Meadows CDP, California",348,164141,06,77430
"Taft city, California",8730,52917,06,77574
"Taft Heights CDP, California",1459,53977,06,77588
"Taft Mosswood CDP, California",1351,60789,06,77595
"Tahoe Vista CDP, California",1120,82634,06,77700
"Tahoma CDP, California",1035,78125,06,77728
"Talmage CDP, California",989,43258,06,77784
"Tamalpais-Homestead Valley CDP, California",12535,220875,06,77805
"Tancred CDP, California",28,-666666666,06,77860
"Tara Hills CDP, California",5080,103148,06,77924
"Tarina CDP, California",0,-666666666,06,77934
"Tarpey Village CDP, California",4056,59896,06,77960
"Taylorsville CDP, California",29,-666666666,06,78008
"Tecopa CDP, California",209,35227,06,78050
"Tehachapi city, California",13346,54598,06,78092
"Tehama city, California",483,50104,06,78106
"Temecula city, California",109376,103546,06,78120
"Temelec CDP, California",1920,63029,06,78126
"Temescal Valley CDP, California",27546,107790,06,78138
"Temple City city, California",36526,88792,06,78148
"Templeton CDP, California",8458,104340,06,78162
"Tennant CDP, California",42,-666666666,06,78176
"Terminous CDP, California",436,54844,06,78232
"Terra Bella CDP, California",1563,20857,06,78288
"Teviston CDP, California",1063,37167,06,78336
"Thermal CDP, California",1198,14500,06,78456
"Thermalito CDP, California",6665,45723,06,78470
"Thornton CDP, California",889,32206,06,78568
"Thousand Oaks city, California",127274,113942,06,78582
"Thousand Palms CDP, California",8052,56055,06,78596
"Three Rivers CDP, California",2601,73720,06,78638
"Three Rocks CDP, California",113,-666666666,06,78652
"Tiburon town, California",9146,192292,06,78666
"Timber Cove CDP, California",230,95341,06,78715
"Tipton CDP, California",3193,34777,06,78750
"Tobin CDP, California",0,-666666666,06,78792
"Tomales CDP, California",193,-666666666,06,78890
"Tonyville CDP, California",93,21736,06,78932
"Tooleville CDP, California",36,17656,06,78949
"Topanga CDP, California",8255,128884,06,78960
"Topaz CDP, California",341,76250,06,79030
"Toro Canyon CDP, California",1714,122188,06,79529
"Torrance city, California",147156,100215,06,80000
"Trabuco Canyon CDP, California",1269,164417,06,80210
"Tracy city, California",92792,102336,06,80238
"Tranquillity CDP, California",645,52895,06,80266
"Traver CDP, California",603,50469,06,80280
"Tres Pinos CDP, California",934,141250,06,80364
"Trinidad city, California",323,76705,06,80448
"Trinity Center CDP, California",232,40278,06,80476
"Trinity Village CDP, California",472,46333,06,80483
"Trona CDP, California",87,-666666666,06,80515
"Trowbridge CDP, California",221,116875,06,80560
"Truckee town, California",16850,103772,06,80588
"Tulare city, California",68395,62050,06,80644
"Tulelake city, California",885,36250,06,80686
"Tuolumne City CDP, California",1446,39643,06,80763
"Tupman CDP, California",144,-666666666,06,80784
"Turlock city, California",72494,66646,06,80812
"Tustin city, California",79895,93901,06,80854
"Tuttle CDP, California",64,-666666666,06,80882
"Tuttletown CDP, California",536,91167,06,80896
"Twain CDP, California",311,-666666666,06,80952
"Twain Harte CDP, California",2471,75128,06,80966
"Twentynine Palms city, California",27176,46887,06,80994
"Twin Lakes CDP (Mono County), California",92,-666666666,06,81048
"Twin Lakes CDP (Santa Cruz County), California",5369,71228,06,81050
"Ukiah city, California",16728,56975,06,81134
"Union City city, California",70828,127828,06,81204
"University of California-Davis CDP, California",8532,23125,06,81302
"University of California-Merced CDP, California",0,-666666666,06,81312
"University of California-Santa Barbara CDP, California",11912,71705,06,81316
"Upland city, California",78624,82259,06,81344
"Upper Lake CDP, California",1377,116116,06,81358
"Vacaville city, California",102256,97683,06,81554
"Valinda CDP, California",21811,89193,06,81638
"Vallecito CDP, California",143,46736,06,81652
"Vallejo city, California",125350,78243,06,81666
"Valle Vista CDP, California",19550,59656,06,81708
"Valley Acres CDP, California",605,75509,06,81722
"Valley Center CDP, California",11435,103224,06,81736
"Valley Ford CDP, California",0,-666666666,06,81778
"Valley Home CDP, California",202,-666666666,06,81792
"Valley Ranch CDP, California",36,-666666666,06,81869
"Valley Springs CDP, California",3891,70048,06,81890
"Valley Wells CDP, California",0,-666666666,06,81925
"Val Verde CDP, California",3177,98750,06,81967
"Vandenberg AFB CDP, California",3638,64576,06,82072
"Vandenberg Village CDP, California",7085,95747,06,82086
"Verdi CDP, California",165,-666666666,06,82334
"Vernon city, California",328,62000,06,82422
"Victor CDP, California",641,-666666666,06,82562
"Victorville city, California",132924,61206,06,82590
"View Park-Windsor Hills CDP, California",11313,101739,06,82667
"Villa Park city, California",5864,172375,06,82744
"Vina CDP, California",231,63750,06,82786
"Vincent CDP, California",16399,88932,06,82815
"Vine Hill CDP, California",3382,121402,06,82842
"Vineyard CDP, California",41505,100798,06,82852
"Virginia Lakes CDP, California",0,-666666666,06,82929
"Visalia city, California",140109,69252,06,82954
"Vista city, California",98651,79196,06,82996
"Vista Santa Rosa CDP, California",1723,55179,06,83085
"Volcano CDP, California",70,-666666666,06,83094
"Volta CDP, California",183,-666666666,06,83108
"Walker CDP, California",401,51471,06,83262
"Wallace CDP, California",769,105243,06,83304
"Walnut city, California",28641,121882,06,83332
"Walnut Creek city, California",69876,121205,06,83346
"Walnut Grove CDP, California",1143,56833,06,83374
"Walnut Park CDP, California",16453,68708,06,83402
"Warm Springs CDP, California",1622,52791,06,83460
"Warner Valley CDP, California",0,-666666666,06,83494
"Wasco city, California",27505,40532,06,83542
"Washington CDP, California",112,-666666666,06,83570
"Waterford city, California",9100,70774,06,83612
"Waterloo CDP, California",913,-666666666,06,83626
"Watsonville city, California",52966,67007,06,83668
"Waukena CDP, California",74,71071,06,83724
"Wautec CDP, California",11,-666666666,06,83730
"Wawona CDP, California",101,38036,06,83766
"Weaverville CDP, California",3962,42023,06,83794
"Weed city, California",2870,28857,06,83850
"Weedpatch CDP, California",2833,19467,06,83863
"Weitchpec CDP, California",69,37917,06,83906
"Weldon CDP, California",2261,25727,06,83948
"Weott CDP, California",78,-666666666,06,84004
"West Athens CDP, California",9621,68750,06,84116
"West Bishop CDP, California",2481,98333,06,84120
"West Carson CDP, California",22024,84914,06,84144
"West Covina city, California",109396,89834,06,84200
"West Goshen CDP, California",539,-666666666,06,84345
"Westhaven-Moonstone CDP, California",1390,79250,06,84385
"West Hollywood city, California",35678,78719,06,84410
"Westlake Village city, California",8081,166316,06,84438
"Westley CDP, California",576,42105,06,84480
"West Menlo Park CDP, California",3492,230438,06,84536
"Westminster city, California",91267,71108,06,84550
"West Modesto CDP, California",5882,49340,06,84578
"Westmont CDP, California",35913,44670,06,84592
"Westmorland city, California",2289,33444,06,84606
"West Park CDP, California",1110,67500,06,84680
"West Point CDP, California",769,60873,06,84732
"West Puente Valley CDP, California",23003,78095,06,84774
"West Rancho Dominguez CDP, California",22007,70391,06,84780
"West Sacramento city, California",53589,77393,06,84816
"Westside CDP, California",223,-666666666,06,84863
"West Whittier-Los Nietos CDP, California",26275,83692,06,84921
"Westwood CDP, California",1393,41597,06,84928
"Wheatland city, California",3715,72006,06,85012
"Whitehawk CDP, California",61,74063,06,85086
"Whitewater CDP, California",1082,-666666666,06,85208
"Whitley Gardens CDP, California",58,-666666666,06,85222
"Whitmore CDP, California",356,55625,06,85250
"Whittier city, California",87184,80306,06,85292
"Wildomar city, California",36511,81622,06,85446
"Wilkerson CDP, California",598,95000,06,85551
"Williams city, California",5520,78661,06,85586
"Williams Canyon CDP, California",14,-666666666,06,85587
"Willits city, California",5008,34519,06,85600
"Willowbrook CDP, California",24006,45700,06,85614
"Willow Creek CDP, California",1298,76607,06,85642
"Willows city, California",6241,53250,06,85684
"Wilsonia CDP, California",0,-666666666,06,85866
"Wilton CDP, California",6281,149219,06,85880
"Winchester CDP, California",3300,66269,06,85894
"Windsor town, California",26548,123277,06,85922
"Winter Gardens CDP, California",21978,79099,06,85992
"Winterhaven CDP, California",92,10494,06,86020
"Winters city, California",7138,90887,06,86034
"Winton CDP, California",11623,49940,06,86076
"Wofford Heights CDP, California",1964,30575,06,86174
"Woodacre CDP, California",1279,125671,06,86216
"Woodbridge CDP, California",4090,117760,06,86230
"Woodcrest CDP, California",17492,119038,06,86244
"Woodlake city, California",7458,41532,06,86300
"Woodland city, California",60977,78279,06,86328
"Woodlands CDP, California",1939,140500,06,86380
"Woodside town, California",5316,250001,06,86440
"Woodville CDP, California",1906,34565,06,86482
"Woodville Farm Labor Camp CDP, California",469,21705,06,86489
"Woody CDP, California",79,105909,06,86496
"Wrightwood CDP, California",4568,54240,06,86594
"Yankee Hill CDP, California",327,49107,06,86678
"Yermo CDP, California",1014,52005,06,86720
"Yettem CDP, California",274,42500,06,86734
"Yolo CDP, California",243,85170,06,86804
"Yorba Linda city, California",68319,137011,06,86832
"Yosemite Lakes CDP, California",5388,87666,06,86878
"Yosemite Valley CDP, California",1210,37674,06,86912
"Yosemite West CDP, California",35,-666666666,06,86916
"Yountville city, California",3351,68611,06,86930
"Yreka city, California",7807,44444,06,86944
"Yuba City city, California",69540,64225,06,86972
"Yucaipa city, California",54312,75456,06,87042
"Yucca Valley town, California",21663,51978,06,87056
"Zayante CDP, California",581,131019,06,87090
